time_s,t_from_ride_start_s,phone_ax_ms2,phone_ay_ms2,phone_az_ms2,phone_aT_ms2,phone_aT_smooth_ms2,phone_angle_deg,alex_video_angle_deg,ryan_video_angle_deg
436.44,-142.064,0.0187,-0.0749,-0.0654,0.1009,0.1026,0.599,0.0,
436.54,-141.964,0.01,-0.0257,-0.0076,0.038,0.102,0.596,0.0,
436.64,-141.864,-0.0243,0.008,-0.0551,0.0668,0.103,0.602,0.0,
436.74,-141.764,-0.0024,-0.0289,-0.0825,0.0891,0.1023,0.597,0.0,
436.84,-141.664,-0.0072,-0.0428,-0.0915,0.1,0.1002,0.585,0.0,
436.94,-141.564,-0.0212,0.0036,-0.1246,0.1273,0.0984,0.575,0.0,
437.04,-141.464,-0.0234,-0.0077,-0.1556,0.1593,0.0979,0.572,0.0,
437.14,-141.364,-0.0116,0.0252,-0.089,0.0939,0.0986,0.576,0.0,
437.24,-141.264,-0.0422,0.0104,0.0104,0.0524,0.0978,0.571,0.0,
437.34,-141.164,0.0004,-0.0243,-0.0939,0.1,0.0962,0.562,0.0,
437.44,-141.064,-0.0381,-0.0083,-0.0856,0.0987,0.0957,0.559,0.0,
437.54,-140.964,0.0841,-0.0701,0.0113,0.11,0.0967,0.565,0.0,
437.64,-140.864,-0.0101,-0.056,0.0575,0.0861,0.0981,0.573,0.0,
437.74,-140.764,-0.0282,-0.0139,-0.0067,0.04,0.0986,0.576,0.0,
437.84,-140.664,-0.0025,-0.0656,-0.0186,0.07,0.0987,0.576,0.0,
437.94,-140.564,-0.025,-0.0034,-0.0386,0.0483,0.0973,0.568,0.0,
438.04,-140.464,-0.052,-0.0118,0.0113,0.0558,0.0958,0.56,0.0,
438.14,-140.364,-0.0623,0.0302,-0.1079,0.1284,0.0965,0.564,0.0,
438.24,-140.264,-0.0527,0.0626,-0.1235,0.1467,0.0979,0.572,0.0,
438.34,-140.164,-0.0646,-0.0132,-0.0869,0.1116,0.096,0.561,0.0,
438.44,-140.064,-0.0449,-0.0369,-0.0564,0.0778,0.0951,0.555,0.0,
438.54,-139.964,-0.0633,0.0072,-0.0439,0.0798,0.0937,0.547,0.0,
438.64,-139.864,0.0263,-0.0366,0.0707,0.083,0.0928,0.542,0.0,
438.74,-139.764,-0.0361,-0.0591,0.1749,0.1935,0.0947,0.553,0.0,
438.84,-139.664,-0.0564,-0.0118,0.0914,0.11,0.0944,0.551,0.0,
438.94,-139.564,-0.0369,-0.0133,0.1102,0.1161,0.0946,0.552,0.0,
439.04,-139.464,-0.0511,-0.0612,0.0128,0.0813,0.0941,0.55,0.0,
439.14,-139.364,-0.027,-0.0477,-0.0398,0.07,0.0931,0.544,0.0,
439.24,-139.264,-0.0275,-0.0953,-0.0792,0.1286,0.0943,0.551,0.0,
439.34,-139.164,0.0012,-0.0104,-0.0217,0.054,0.0973,0.568,0.0,
439.44,-139.064,-0.0238,-0.1021,0.0206,0.1044,0.0967,0.565,0.0,
439.54,-138.964,-0.004,-0.0351,0.0487,0.0603,0.0977,0.571,0.0,
439.64,-138.864,-0.0398,-0.071,0.0605,0.0996,0.0972,0.568,0.0,
439.74,-138.764,0.0542,-0.1311,0.0632,0.1569,0.0958,0.56,0.0,
439.84,-138.664,-0.0043,-0.088,0.175,0.1934,0.0964,0.563,0.0,
439.94,-138.564,-0.0314,-0.055,0.0577,0.0883,0.0959,0.56,0.0,
440.04,-138.464,-0.0389,-0.0018,0.0552,0.07,0.0965,0.564,0.0,
440.14,-138.364,0.0178,-0.0118,-0.0248,0.0431,0.0967,0.565,0.0,
440.24,-138.264,-0.0085,-0.0777,-0.0191,0.08,0.0975,0.569,0.0,
440.34,-138.164,-0.0408,-0.003,-0.1075,0.122,0.0993,0.58,0.0,
440.44,-138.064,0.0052,-0.0183,-0.0213,0.0321,0.1,0.584,0.0,
440.54,-137.964,-0.0263,-0.0252,0.0242,0.0431,0.0979,0.572,0.0,
440.64,-137.864,0.0079,0.0067,0.0023,0.0239,0.0963,0.562,0.0,
440.74,-137.764,-0.0137,-0.0673,0.0138,0.0699,0.0948,0.554,0.0,
440.84,-137.664,0.0667,-0.0508,0.1155,0.1449,0.093,0.543,0.0,
440.94,-137.564,-0.0086,-0.0795,0.1094,0.1357,0.0956,0.558,0.0,
441.04,-137.464,-0.0484,0.0197,0.0534,0.0712,0.0938,0.548,0.0,
441.14,-137.364,-0.0116,-0.0216,0.0316,0.0372,0.0918,0.536,0.0,
441.24,-137.264,-0.0431,0.025,-0.017,0.05,0.0893,0.522,0.0,
441.34,-137.164,-0.0129,-0.0265,-0.0253,0.0389,0.0882,0.515,0.0,
441.44,-137.064,-0.0584,0.0614,-0.1408,0.1662,0.0895,0.523,0.0,
441.54,-136.964,-0.0296,0.0015,-0.1026,0.1044,0.09,0.526,0.0,
441.64,-136.864,-0.0539,0.0299,-0.1278,0.1393,0.0898,0.524,0.0,
441.74,-136.764,-0.0263,-0.0208,-0.1136,0.1215,0.0891,0.52,0.0,
441.84,-136.664,-0.043,-0.0598,-0.1195,0.1438,0.0893,0.522,0.0,
441.94,-136.564,0.0214,-0.0489,0.06,0.0862,0.0895,0.523,0.0,
442.04,-136.464,-0.0349,0.0276,0.1041,0.1183,0.0923,0.539,0.0,
442.14,-136.364,-0.0852,0.0506,0.0176,0.1,0.0945,0.552,0.0,
442.24,-136.264,-0.027,-0.0553,0.002,0.0671,0.0946,0.552,0.0,
442.34,-136.164,-0.0115,-0.0863,-0.0181,0.09,0.0939,0.548,0.0,
442.44,-136.064,-0.0528,0.0018,-0.0758,0.0959,0.0947,0.553,0.0,
442.54,-135.964,-0.0536,0.0283,-0.142,0.1591,0.0971,0.567,0.0,
442.64,-135.864,-0.068,0.0679,-0.1423,0.1753,0.1007,0.588,0.0,
442.74,-135.764,-0.0528,-0.0116,-0.0631,0.0836,0.0992,0.579,0.0,
442.84,-135.664,-0.0179,-0.0355,-0.0746,0.0882,0.0985,0.575,0.0,
442.94,-135.564,-0.0367,-0.0509,0.0442,0.0798,0.0991,0.579,0.0,
443.04,-135.464,-0.0004,-0.1198,0.2922,0.3203,0.1027,0.6,0.0,
443.14,-135.364,-0.0193,-0.2749,-0.0071,0.2737,0.1093,0.638,0.0,
443.24,-135.264,-0.0118,-0.094,0.0427,0.1,0.1127,0.658,0.0,
443.34,-135.164,-0.0166,-0.0888,-0.0278,0.0932,0.1111,0.649,0.0,
443.44,-135.064,-0.0071,-0.0975,0.1935,0.2162,0.1128,0.659,0.0,
443.54,-134.964,-0.0026,-0.0016,-0.1152,0.1161,0.1102,0.644,0.0,
443.64,-134.864,-0.1119,0.0255,0.1306,0.1871,0.1122,0.655,0.0,
443.74,-134.764,-0.0172,-0.0448,-0.0779,0.1039,0.1147,0.67,0.0,
443.84,-134.664,-0.0193,-0.0335,0.0206,0.045,0.1138,0.665,0.0,
443.94,-134.564,-0.0609,-0.0003,0.0291,0.0709,0.1157,0.676,0.0,
444.04,-134.464,-0.0802,-0.0146,-0.0667,0.1036,0.1171,0.684,0.0,
444.14,-134.364,-0.1062,-0.0935,-0.0139,0.1601,0.1192,0.696,0.0,
444.24,-134.264,-0.0122,-0.0214,-0.0677,0.0755,0.1217,0.711,0.0,
444.34,-134.164,0.165,-0.1165,0.0199,0.2237,0.1263,0.738,0.0,
444.44,-134.064,-0.1667,-0.1885,0.3238,0.4138,0.1344,0.785,0.0,
444.54,-133.964,-0.034,-0.0538,0.07,0.0976,0.1366,0.798,0.0,
444.64,-133.864,0.176,-0.0584,0.0598,0.2,0.1348,0.787,0.0,
444.74,-133.764,-0.0511,-0.1057,0.1605,0.2008,0.136,0.794,0.0,
444.84,-133.664,-0.0098,-0.0454,0.1232,0.13,0.134,0.783,0.0,
444.94,-133.564,-0.0242,-0.0921,0.0264,0.0962,0.1309,0.764,0.0,
445.04,-133.464,-0.0434,0.0552,-0.0632,0.1,0.1288,0.752,0.0,
445.14,-133.364,-0.0113,-0.0174,-0.0309,0.039,0.1265,0.739,0.0,
445.24,-133.264,-0.015,-0.0165,0.0798,0.0956,0.1246,0.728,0.0,
445.34,-133.164,0.0167,-0.0161,0.0624,0.071,0.1258,0.735,0.0,
445.44,-133.064,-0.0855,0.0359,-0.1251,0.1678,0.1254,0.732,0.0,
445.54,-132.964,0.0026,-0.0742,-0.1146,0.1352,0.1238,0.723,0.0,
445.64,-132.864,-0.0166,-0.0072,-0.0372,0.0464,0.1209,0.706,0.0,
445.74,-132.764,-0.0105,0.0013,-0.146,0.1529,0.1215,0.71,0.0,
445.84,-132.664,-0.0277,-0.0174,-0.1923,0.199,0.1271,0.742,0.0,
445.94,-132.564,-0.0792,0.0319,-0.1447,0.1707,0.1278,0.746,0.0,
446.04,-132.464,0.0638,-0.0721,-0.0886,0.13,0.1276,0.745,0.0,
446.14,-132.364,-0.025,-0.0363,-0.0685,0.0833,0.1239,0.724,0.0,
446.24,-132.264,-0.0353,-0.0487,0.0151,0.0749,0.1219,0.712,0.0,
446.34,-132.164,-0.0218,0.0581,-0.0916,0.1107,0.1238,0.723,0.0,
446.44,-132.064,-0.0138,0.0076,-0.0024,0.03,0.1214,0.709,0.0,
446.54,-131.964,-0.0421,-0.0254,-0.0421,0.0727,0.1197,0.699,0.0,
446.64,-131.864,-0.0374,-0.061,-0.0858,0.1184,0.1184,0.691,0.0,
446.74,-131.764,-0.0665,-0.0412,-0.0868,0.117,0.1178,0.688,0.0,
446.84,-131.664,-0.0528,0.0255,-0.1112,0.127,0.1191,0.696,0.0,
446.94,-131.564,-0.0549,0.0319,-0.0474,0.0825,0.118,0.689,0.0,
447.04,-131.464,-0.103,0.0675,-0.0862,0.166,0.1173,0.685,0.0,
447.14,-131.364,0.019,-0.1232,-0.1047,0.1663,0.1194,0.697,0.0,
447.24,-131.264,-0.0203,-0.1091,-0.065,0.133,0.1175,0.686,0.0,
447.34,-131.164,-0.0533,-0.0235,-0.0669,0.0879,0.1158,0.676,0.0,
447.44,-131.064,-0.0654,-0.0177,0.237,0.2513,0.1184,0.691,0.0,
447.54,-130.964,-0.0487,0.0453,0.0495,0.088,0.1177,0.687,0.0,
447.64,-130.864,-0.032,-0.0897,0.165,0.1908,0.1171,0.684,0.0,
447.74,-130.764,0.0046,-0.0796,0.0518,0.0922,0.113,0.66,0.0,
447.84,-130.664,0.0246,-0.0326,0.0538,0.0853,0.1138,0.665,0.0,
447.94,-130.564,-0.04,-0.0384,0.1419,0.1559,0.1169,0.683,0.0,
448.04,-130.464,0.006,-0.134,0.2529,0.293,0.1197,0.699,0.0,
448.14,-130.364,-0.1076,-0.0169,0.0498,0.1185,0.1191,0.696,0.0,
448.24,-130.264,-0.0355,-0.0666,0.1309,0.1479,0.1211,0.707,0.0,
448.34,-130.164,0.0534,-0.0279,0.0011,0.07,0.1215,0.71,0.0,
448.44,-130.064,-0.0027,0.0228,-0.0629,0.0669,0.1226,0.716,0.0,
448.54,-129.964,-0.0174,-0.0066,0.0128,0.0271,0.121,0.707,0.0,
448.64,-129.864,-0.0513,0.0124,-0.0253,0.0588,0.1193,0.697,0.0,
448.74,-129.764,0.0987,-0.1009,-0.0619,0.1572,0.1172,0.684,0.0,
448.84,-129.664,0.0793,-0.1057,0.017,0.134,0.1167,0.682,0.0,
448.94,-129.564,0.0439,-0.0783,0.0403,0.1,0.116,0.677,0.0,
449.04,-129.464,-0.0262,-0.0634,0.0534,0.0921,0.1131,0.661,0.0,
449.14,-129.364,-0.0921,0.0356,0.1749,0.2109,0.1172,0.684,0.0,
449.24,-129.264,0.0076,-0.1146,0.0734,0.1405,0.1206,0.704,0.0,
449.34,-129.164,-0.0136,-0.0196,-0.1185,0.125,0.1204,0.703,0.0,
449.44,-129.064,0.032,0.0091,-0.0739,0.0789,0.1203,0.703,0.0,
449.54,-128.964,-0.0779,-0.0168,0.0092,0.0779,0.1181,0.69,0.0,
449.64,-128.864,0.0033,-0.0866,-0.0032,0.1,0.1154,0.674,0.0,
449.74,-128.764,0.0226,-0.0251,-0.0354,0.0471,0.1147,0.67,0.0,
449.84,-128.664,-0.0299,-0.0086,0.0657,0.0691,0.1133,0.662,0.0,
449.94,-128.564,0.0554,-0.0699,-0.0119,0.0918,0.1122,0.655,0.0,
450.04,-128.464,-0.0502,-0.0577,0.0414,0.0904,0.1127,0.658,0.0,
450.14,-128.364,-0.0646,0.0198,-0.0735,0.1038,0.1121,0.655,0.0,
450.24,-128.264,-0.079,0.1023,-0.0204,0.1637,0.1132,0.661,0.0,
450.34,-128.164,-0.0154,-0.0133,-0.1546,0.1574,0.118,0.689,0.0,
450.44,-128.064,-0.0092,-0.0904,-0.2698,0.2834,0.1206,0.704,0.0,
450.54,-127.964,-0.0462,0.0179,-0.0469,0.0735,0.1211,0.707,0.0,
450.64,-127.864,-0.0677,-0.0886,0.0319,0.1203,0.1222,0.714,0.0,
450.74,-127.764,-0.0603,0.1642,-0.2131,0.2754,0.1294,0.756,0.0,
450.84,-127.664,-0.0503,-0.0517,0.1209,0.1487,0.1351,0.789,0.0,
450.94,-127.564,-0.0615,0.0805,-0.0464,0.1159,0.1362,0.795,0.0,
451.04,-127.464,0.0205,-0.0528,-0.1115,0.1251,0.1358,0.793,0.0,
451.14,-127.364,-0.0843,-0.0069,-0.1186,0.1485,0.133,0.777,0.0,
451.24,-127.264,-0.074,-0.069,-0.0809,0.1363,0.1338,0.781,0.0,
451.34,-127.164,0.0368,-0.0834,0.1427,0.172,0.1345,0.786,0.0,
451.44,-127.064,0.0174,-0.0411,-0.0182,0.0565,0.1341,0.783,0.0,
451.54,-126.964,0.0188,-0.0377,0.047,0.0759,0.1316,0.769,0.0,
451.64,-126.864,-0.0331,-0.0826,0.0089,0.0887,0.1307,0.763,0.0,
451.74,-126.764,-0.0151,-0.0062,0.0557,0.0603,0.1286,0.751,0.0,
451.84,-126.664,-0.0506,0.1111,0.063,0.1395,0.1278,0.746,0.0,
451.94,-126.564,-0.088,0.0359,-0.0725,0.12,0.1285,0.75,0.0,
452.04,-126.464,0.0061,0.0095,-0.0357,0.0459,0.1278,0.746,0.0,
452.14,-126.364,-0.0494,-0.0347,-0.0617,0.0907,0.1252,0.731,0.0,
452.24,-126.264,-0.0111,-0.0728,-0.0394,0.0846,0.1256,0.734,0.0,
452.34,-126.164,0.0077,-0.1518,0.1056,0.19,0.1253,0.732,0.0,
452.44,-126.064,0.0129,-0.0298,0.0536,0.1328,0.1247,0.728,0.0,
452.54,-125.964,-0.0293,0.0134,0.1809,0.2041,0.1298,0.758,0.0,
452.64,-125.864,-0.0291,-0.0197,0.0981,0.1071,0.1282,0.749,0.0,
452.74,-125.764,-0.0129,-0.0635,0.0618,0.0939,0.127,0.742,0.0,
452.84,-125.664,-0.0053,-0.0181,-0.03,0.0377,0.1258,0.735,0.0,
452.94,-125.564,-0.0384,-0.0195,0.0178,0.05,0.1245,0.727,0.0,
453.04,-125.464,0.0722,-0.0793,0.1836,0.2104,0.1221,0.713,0.0,
453.14,-125.364,0.0187,-0.0937,0.0757,0.1191,0.1232,0.72,0.0,
453.24,-125.264,0.0006,-0.1004,0.0488,0.1108,0.12,0.701,0.0,
453.34,-125.164,0.0476,-0.0872,0.0202,0.1005,0.1186,0.693,0.0,
453.44,-125.064,-0.0275,-0.1061,0.0952,0.1453,0.1158,0.676,0.0,
453.54,-124.964,-0.0387,0.0388,0.0862,0.1007,0.1159,0.677,0.0,
453.64,-124.864,-0.0242,-0.088,-0.1469,0.1699,0.116,0.677,0.0,
453.74,-124.764,0.008,-0.0115,-0.1141,0.1178,0.1179,0.689,0.0,
453.84,-124.664,-0.0273,-0.0903,0.0267,0.1058,0.1169,0.683,0.0,
453.94,-124.564,0.032,-0.0984,-0.0127,0.1095,0.1164,0.68,0.0,
454.04,-124.464,-0.0451,-0.0194,0.0128,0.055,0.1139,0.665,0.0,
454.14,-124.364,-0.0287,-0.0301,-0.0461,0.0614,0.1124,0.656,0.0,
454.24,-124.264,-0.0195,-0.0463,0.01,0.0616,0.1113,0.65,0.0,
454.34,-124.164,-0.0683,0.0196,-0.1015,0.1272,0.1138,0.665,0.0,
454.44,-124.064,-0.0468,0.0636,-0.0918,0.1274,0.1132,0.661,0.0,
454.54,-123.964,-0.0199,0.0105,-0.116,0.1189,0.1115,0.651,0.0,
454.64,-123.864,-0.0894,-0.0006,-0.0938,0.1269,0.1095,0.64,0.0,
454.74,-123.764,-0.033,-0.024,-0.091,0.1055,0.1088,0.635,0.0,
454.84,-123.664,-0.0164,0.0052,-0.1544,0.1589,0.1131,0.661,0.0,
454.94,-123.564,-0.0416,-0.0109,-0.063,0.077,0.1125,0.657,0.0,
455.04,-123.464,-0.0117,0.017,0.0147,0.0356,0.1125,0.657,0.0,
455.14,-123.364,-0.0604,0.0299,0.0374,0.076,0.1115,0.651,0.0,
455.24,-123.264,-0.0329,-0.0,-0.0656,0.106,0.1114,0.651,0.0,
455.34,-123.164,-0.057,-0.0128,0.1078,0.1307,0.1136,0.663,0.0,
455.44,-123.064,-0.0502,0.0355,-0.0241,0.07,0.1146,0.669,0.0,
455.54,-122.964,-0.0308,0.0081,0.0625,0.0683,0.1124,0.656,0.0,
455.64,-122.864,-0.0188,-0.0566,-0.0899,0.1048,0.1097,0.641,0.0,
455.74,-122.764,-0.0366,0.0242,-0.0558,0.0748,0.1074,0.627,0.0,
455.84,-122.664,-0.0686,-0.0148,-0.0405,0.0909,0.1066,0.623,0.0,
455.94,-122.564,0.013,-0.0355,-0.0761,0.0804,0.109,0.637,0.0,
456.04,-122.464,-0.0324,-0.0791,0.0906,0.1225,0.1081,0.631,0.0,
456.14,-122.364,0.0607,-0.1362,0.0201,0.1506,0.1084,0.633,0.0,
456.24,-122.264,-0.0216,-0.0479,0.0595,0.085,0.1078,0.63,0.0,
456.34,-122.164,-0.009,-0.0688,-0.0278,0.08,0.105,0.613,0.0,
456.44,-122.064,-0.0323,-0.0634,0.1034,0.1306,0.1059,0.618,0.0,
456.54,-121.964,-0.0281,-0.0273,0.074,0.0801,0.106,0.619,0.0,
456.64,-121.864,-0.0371,-0.0157,0.0138,0.0658,0.1063,0.621,0.0,
456.74,-121.764,-0.0112,-0.0934,0.0022,0.0931,0.1054,0.616,0.0,
456.84,-121.664,-0.0351,0.0155,-0.0293,0.0538,0.1025,0.599,0.0,
456.94,-121.564,-0.065,-0.0634,0.193,0.2131,0.1103,0.644,0.0,
457.04,-121.464,-0.1122,-0.1452,0.0679,0.1949,0.1137,0.664,0.0,
457.14,-121.364,-0.0347,-0.123,0.1042,0.1656,0.1175,0.686,0.0,
457.24,-121.264,0.0246,-0.0512,-0.072,0.0963,0.1181,0.69,0.0,
457.34,-121.164,-0.0382,-0.0717,0.0339,0.09,0.1169,0.683,0.0,
457.44,-121.064,0.0225,-0.0315,0.0721,0.0847,0.1153,0.673,0.0,
457.54,-120.964,-0.0153,0.0532,-0.0857,0.1058,0.1136,0.663,0.0,
457.64,-120.864,-0.035,-0.0144,-0.1047,0.1112,0.1165,0.68,0.0,
457.74,-120.764,-0.0003,-0.1576,-0.0455,0.1792,0.1201,0.701,0.0,
457.84,-120.664,0.1011,-0.0546,0.136,0.1785,0.1263,0.738,0.0,
457.94,-120.564,0.0551,-0.0526,0.1264,0.1478,0.1299,0.759,0.0,
458.04,-120.464,0.2238,0.0208,0.0803,0.2424,0.135,0.788,0.0,
458.14,-120.364,0.1836,-0.107,0.1168,0.24,0.1401,0.818,0.0,
458.24,-120.264,-0.0415,-0.0904,0.076,0.1284,0.1406,0.821,0.0,
458.34,-120.164,0.5912,-0.1824,0.3665,0.7214,0.156,0.911,0.0,
458.44,-120.064,-0.6637,0.1713,-0.4157,0.8016,0.1864,1.089,0.0,
458.54,-119.964,-0.3002,-0.0249,-0.0946,0.3188,0.2149,1.255,0.0,
458.64,-119.864,-0.3399,-0.0415,-0.0171,0.3535,0.2318,1.354,0.0,
458.74,-119.764,-0.106,0.0447,-0.2523,0.2788,0.2463,1.438,0.0,
458.84,-119.664,0.1846,0.134,-0.0101,0.2349,0.24,1.401,0.0,
458.94,-119.564,0.0359,0.2239,-0.6011,0.6431,0.2504,1.462,0.0,
459.04,-119.464,0.5268,-0.1715,0.318,0.6414,0.2632,1.537,0.0,
459.14,-119.364,-0.1375,0.0696,-0.051,0.1863,0.264,1.542,0.0,
459.24,-119.264,0.0031,-0.1148,0.0248,0.1319,0.2645,1.544,0.0,
459.34,-119.164,-0.1462,0.0177,0.0179,0.1508,0.2558,1.494,0.0,
459.44,-119.064,-0.1152,0.2534,-0.1428,0.3145,0.2582,1.508,0.0,
459.54,-118.964,0.1636,0.0995,-0.0276,0.2044,0.2616,1.528,0.0,
459.64,-118.864,0.0018,0.1702,-0.1931,0.2593,0.2569,1.5,0.0,
459.74,-118.764,-0.1839,-0.1323,0.1006,0.2483,0.2508,1.464,0.0,
459.84,-118.664,-0.0697,-0.0227,0.1247,0.1463,0.2512,1.467,0.0,
459.94,-118.564,-0.068,-0.061,-0.0932,0.1285,0.2461,1.437,0.0,
460.04,-118.464,-0.2489,-0.0697,0.0171,0.2618,0.2437,1.423,0.0,
460.14,-118.364,-0.1661,-0.0886,-0.0783,0.2023,0.2376,1.387,0.0,
460.24,-118.264,-0.0182,-0.014,0.0319,0.0498,0.2305,1.346,0.0,
460.34,-118.164,-0.0532,-0.1328,0.1567,0.2088,0.2264,1.322,0.0,
460.44,-118.064,-0.0914,-0.2493,0.4179,0.4969,0.235,1.372,0.0,
460.54,-117.964,0.0705,-0.1396,0.1762,0.24,0.2406,1.405,0.0,
460.64,-117.864,-0.011,-0.0474,-0.0204,0.0601,0.233,1.361,0.0,
460.74,-117.764,-0.0835,0.0341,-0.2176,0.2339,0.2321,1.355,0.0,
460.84,-117.664,-0.0521,-0.0342,-0.217,0.2266,0.2307,1.347,0.0,
460.94,-117.564,-0.0211,-0.0086,-0.1758,0.1772,0.2215,1.293,0.0,
461.04,-117.464,0.0913,0.025,-0.2172,0.2387,0.2162,1.263,0.0,
